Rk	name	category	team	R1	R2	R3	R4	R5	R6	R7	R8	R9	Total	Avg	Stdev
23	Leo Marinopoulos	ESL	Oxford A	77	81	76	82	80	82	83	82	83	726	80.67	2.40
24=	Alisa Popova		Copenhagen A	78	84	79	81	83	81	82	81	76	725	80.56	2.36
24=	Alishba Irfan		Edinburgh IS	80	81	80	79	79	81	83	80	82	725	80.56	1.26
24=	Ayal Mor	ESL	OpenU AA	79	80	81	83	81	80	81	83	77	725	80.56	1.77
27	Bonfilio Dazzle Valeriano Gyula		Oxford D	78	79	80	82	79	76	83	84	83	724	80.44	2.54
28	Eli Ferrell		Edinburgh FK	83	79	81	80	78	78	81	84	78	722	80.22	2.10
29=	Wurdaan Kashif		Edinburgh FK	82	80	80	79	79	78	80	85	78	721	80.11	2.08
29=	Aymaan Sheikh		Edinburgh IS	81	80	78	80	77	81	82	80	82	721	80.11	1.59
31=	Roy Perri	ESL	BGU A	81	79	77	81	82	80	78	82	80	720	80.00	1.63
31=	Rohan Campion		UCL B	81	80	83	76	77	79	80	81	83	720	80.00	2.26
33=	Olivia Arbour		Cambridge B	79	81	82	80	80	79	79	80	79	719	79.89	0.99
33=	Katarina Lazic	ESL	Belgrade LC	77	79	78	83	78	79	84	83	78	719	79.89	2.51
33=	Hans Deepak		Oxford D	77	80	80	81	79	75	81	83	83	719	79.89	2.47
36=	Rina Freiman (Neiman)	ESL	BGU A	80	80	78	80	81	80	77	81	81	718	79.78	1.31
36=	Jess Williamson		Oxford B	78	81	82	78	79	76	82	84	78	718	79.78	2.44
36=	Guy Wolf	ESL	Technion A	82	80	82	74	80	83	81	81	75	718	79.78	2.97
39=	Cyrus Braden		Edinburgh BM	81	79	79	81	79	77	81	83	77	717	79.67	1.89
39=	Miya Turner		St Andrews A	78	79	83	77	84	79	80	76	81	717	79.67	2.49
41=	Ziyad Anwer		TCD Hist A	78	82	75	82	81	76	78	79	85	716	79.56	3.02
41=	Tom Milling		Edinburgh BM	79	79	79	81	79	77	81	82	79	716	79.56	1.42
41=	Ahmed Hussain		Oxford C	78	79	75	84	75	81	83	82	79	716	79.56	3.06
41=	Freddy Simonnet-Lefevre		St Andrews A	78	79	82	76	84	80	79	76	82	716	79.56	2.59
41=	Nadav Barak	ESL	Technion A	82	80	81	74	80	83	80	80	76	716	79.56	2.67
46=	Marina Kojić	ESL	Vienna A	83	77	78	78	81	76	78	81	83	715	79.44	2.45
46=	Stefan Milicescu		LSE B	76	84	79	79	83	81	79	79	75	715	79.44	2.75
46=	Santiago Luca Jimenez-Rowe		UCL B	80	81	83	77	76	79	77	80	82	715	79.44	2.27
49=	Gareth Lim Yefeng		Oxford B	77	80	82	77	79	75	82	84	78	714	79.33	2.75
49=	Panagis Gouvelis	ESL	ACG A	81	74	81	80	80	80	81	79	78	714	79.33	2.11
51	Victor Bervoets	ESL	Vienna B	81	78	82	82	81	78	74	79	78	713	79.22	2.44
52=	Alex Chan		Oxford G	80	80	75	79	78	79	75	87	78	711	79.00	3.33
52=	Nicole Wong		Oxford G	81	80	75	78	77	78	76	87	79	711	79.00	3.33
52=	Pavle Antonijević	ESL	Belgrade AM	80	82	80	78	80	74	80	80	77	711	79.00	2.21
55=	Adora Sabau	ESL	DC Munich B	78	79	77	74	80	79	82	82	79	710	78.89	2.33
55=	Amy Simmons		GUU A	81	78	76	82	78	80	77	82	76	710	78.89	2.28
55=	Dhruv Leekha		Oxford C	77	80	74	83	75	80	82	81	78	710	78.89	2.92
58=	Anna Sawicka		TCD Hist A	77	80	75	82	81	77	76	78	83	709	78.78	2.66
58=	Amitai Wagner	ESL	HUJI A	77	78	77	78	78	80	84	78	79	709	78.78	2.04
60=	Mira Eberdorfer	ESL	Vienna B	81	77	82	82	80	77	74	77	78	708	78.67	2.58
60=	Shachar Gold	ESL	WIS A	78	75	84	84	79	77	78	79	74	708	78.67	3.27
60=	Karni Shifrin	ESL	Technion B	82	79	77	78	77	77	78	83	77	708	78.67	2.16
63=	Zoe McFadyen		GUU A	80	78	76	82	78	80	77	81	75	707	78.56	2.22
63=	Bogdan Kaluđerović	ESL	ACG A	79	75	80	79	78	79	81	79	77	707	78.56	1.64
63=	Michele Liu		LSE C	80	78	74	82	76	79	78	81	79	707	78.56	2.31
63=	Lwandle Ntshangase		Oxford F	79	78	82	76	81	77	73	81	80	707	78.56	2.71
67	Nevo Werner-Reiss	ESL	Technion B	81	78	77	78	76	77	79	84	76	706	78.44	2.45
68=	Luis Felipe Garcia	ESL	ADUB A	75	80	79	76	82	78	77	78	80	705	78.33	2.05
68=	Helena Hecke	ESL	DC Munich B	78	78	78	73	80	78	79	81	80	705	78.33	2.16
68=	Lea Pogač	ESL	Zagreb C	81	81	79	78	78	77	78	76	77	705	78.33	1.63
68=	Lovro Marušić	ESL	Zagreb C	78	80	80	79	77	76	79	78	78	705	78.33	1.25
68=	Vasilije Milačić	ESL	Belgrade AM	79	80	79	77	78	75	80	79	78	705	78.33	1.49
73=	Hania Szczerbińskx	ESL	UAM A	78	78	79	75	79	80	78	77	80	704	78.22	1.47
73=	Ava Murphy		TCD Hist B	78	76	81	80	80	76	80	76	77	704	78.22	1.93
73=	Katy Harrington		TCD Hist B	78	76	79	80	80	76	81	76	78	704	78.22	1.81
73=	Maya Segal	ESL	WIS A	79	76	84	83	78	77	76	78	73	704	78.22	3.26
77=	James Cater		Cambridge D	77	77	75	80	78	75	78	82	81	703	78.11	2.33
77=	Anton Gonta	ESL	Vienna A	81	77	76	78	78	74	77	80	82	703	78.11	2.38
77=	Inga Peters	ESL	Berlin PI	80	79	79	77	73	81	78	78	78	703	78.11	2.13
77=	Pavel Kalinnikov	ESL	Berlin PI	79	80	78	78	75	81	77	77	78	703	78.11	1.66
77=	Priyansh Shah		LSE B	75	83	78	79	82	80	75	78	73	703	78.11	3.14
77=	Rayaan Aly Khan		LSE C	79	76	75	82	76	79	77	79	80	703	78.11	2.13
77=	Hilary Vanni		TCD Phil HH	79	77	78	78	75	81	82	76	77	703	78.11	2.13
77=	Theo Cunningham		Oxford E	78	81	76	76	80	80	76	75	81	703	78.11	2.28
77=	Krish Singh		WDS A	77	79	77	79	78	80	81	76	76	703	78.11	1.66
77=	Tori Chittmittrapap		Oxford F	80	77	80	76	80	76	74	81	79	703	78.11	2.28
77=	Matthew O&#x27;Donnell		UCD LawSoc A	81	77	78	81	77	80	79	77	73	703	78.11	2.38
77=	Lauren Fletcher		Bristol C	75	76	78	78	80	79	76	81	80	703	78.11	1.97
89=	Yit		Cambridge D	78	76	75	79	79	76	77	83	79	702	78.00	2.26
89=	Andrew Lee		Zurich GL	81	79	80	81	77	75	74	77	78	702	78.00	2.36
89=	Jessica Gurevich	ESL	TAU B	80	78	82	77	78	71	78	79	79	702	78.00	2.83
92=	Wiktor Chałupniczak	ESL	UAM A	77	78	78	75	79	80	77	77	80	701	77.89	1.52
92=	Irina Chicuș	ESL	Amsterdam OI	79	80	75	76	82	80	73	75	81	701	77.89	3.00
92=	Tanvir Thamid	ESL	Oxford E	78	81	78	75	79	76	77	75	82	701	77.89	2.33
92=	Emma Flanagan		UCD LawSoc A	81	76	79	81	75	79	79	77	74	701	77.89	2.38
96=	Emma Hansen	ESL	Berlin A	76	78	80	79	81	78	75	77	76	700	77.78	1.87
96=	Raoul Meijer	ESL	UDS A	76	79	82	82	79	76	77	76	73	700	77.78	2.82
96=	Henrietta Vanni		TCD Phil HH	79	77	78	79	74	79	81	76	77	700	77.78	1.93
96=	Itamar Zangvil	ESL	HUJI A	76	77	78	76	77	78	84	77	77	700	77.78	2.30
100=	Chantal Goutier		Zurich GL	81	79	80	81	77	74	74	75	78	699	77.67	2.67
100=	Max Gasslitter Strobl	ESL	DC Munich C	76	79	77	81	78	79	80	78	71	699	77.67	2.75
100=	Esther Lüscher		UCL C	77	78	80	76	79	76	78	77	78	699	77.67	1.25
100=	Katie Kiely		UCD L&amp;H C	78	80	77	77	75	80	78	77	77	699	77.67	1.49
100=	Oisín William Power		UCD L&amp;H D	78	82	75	79	77	75	78	79	76	699	77.67	2.11
105=	Patriks Zilins	ESL	Sciences Po A	78	79	75	74	79	79	76	75	83	698	77.56	2.67
105=	Alex Steinmetz	ESL	Trivium A	78	78	78	82	78	75	79	76	74	698	77.56	2.22
105=	Oz shiber	ESL	Technion D	78	80	76	79	79	79	77	76	74	698	77.56	1.83
105=	Jay Ooi		UCL C	76	79	79	75	78	77	78	77	79	698	77.56	1.34
105=	Hanna Pabiś	ESL	KDUW HI	76	78	74	79	77	77	80	79	78	698	77.56	1.71
110=	Theo Dorfner	ESL	Vienna C	78	75	77	80	75	79	81	78	74	697	77.44	2.27
110=	Gabriella Troen		TAU B	79	78	81	75	77	70	78	80	79	697	77.44	3.10
110=	Abbie Lewis		St Andrews B	81	76	81	78	72	78	74	79	78	697	77.44	2.83
113=	Fernanda Roig Angeles	ESL	ADUB A	75	79	78	76	82	77	75	76	78	696	77.33	2.11
113=	Manuel Englert	ESL	Berlin A	75	77	80	79	81	80	73	76	75	696	77.33	2.62
113=	Tom Francis		TCD Hist D	77	75	77	77	78	81	78	72	81	696	77.33	2.62
113=	Callum Hendry		Durham A	76	78	75	80	79	75	76	78	79	696	77.33	1.76
113=	Rina Hendrie	ESL	Technion C	77	76	81	79	73	80	77	78	75	696	77.33	2.36
113=	Yuval Gamzon-Kapeller	ESL	Technion C	79	76	81	78	75	80	75	78	74	696	77.33	2.31
113=	Adrianna Mazur	ESL	TCD Phil AZ	78	70	78	76	78	77	82	78	79	696	77.33	3.02
113=	Karlīna Jansone	ESL	Sciences Po A	78	77	75	74	80	79	77	75	81	696	77.33	2.26
113=	Colmán Hegarty		UCD L&amp;H D	77	81	74	80	76	76	78	78	76	696	77.33	2.05
122=	Leander Mathissen	ESL	DC Munich C	75	78	77	80	78	79	79	78	71	695	77.22	2.57
122=	Evan Tan	ESL	Durham A	77	79	73	80	78	75	77	77	79	695	77.22	2.04
122=	Nicolas Ivanov	ESL	UCD L&amp;H B	77	80	78	73	77	78	79	79	74	695	77.22	2.20
122=	Ksenia Baatz		St Andrews C	81	79	77	75	75	77	80	74	77	695	77.22	2.25
126=	Oana Nitu	ESL	Amsterdam OI	78	80	75	77	81	79	73	73	78	694	77.11	2.73
126=	Aleksandra Durbazeva		Vienna C	76	76	76	79	75	77	81	79	75	694	77.11	1.97
126=	Barbora Votlučková	ESL	UCD L&amp;H B	76	79	77	75	77	77	79	79	75	694	77.11	1.52
126=	Jerneja Logaj	ESL	Ljubljana LJ	76	76	74	77	76	77	82	78	78	694	77.11	2.08
126=	Lina Fefer	ESL	Amsterdam L&amp;M	75	79	76	75	78	79	75	80	77	694	77.11	1.85
126=	Joel Thompson		Bristol C	75	74	77	78	79	79	74	78	80	694	77.11	2.13
132=	Lovro Klinc	ESL	Ljubljana LJ	75	78	73	76	75	77	81	80	78	693	77.00	2.40
132=	Michael Khalfin	ESL	HUJI C	79	78	75	76	79	77	78	75	76	693	77.00	1.49
132=	Nadav Keren	ESL	Technion D	77	79	75	80	79	77	77	75	74	693	77.00	1.94
132=	Amanda Vilén		ADS A	80	78	77	75	72	78	79	80	74	693	77.00	2.62
132=	Микарић	ESL	Belgrade UM	78	78	77	77	75	75	78	78	77	693	77.00	1.15
137=	Isaac Gilbert		GUU B	77	79	78	79	77	75	73	79	75	692	76.89	2.02
137=	Jim Balatos	ESL	NTUA A	80	73	77	77	75	78	79	75	78	692	76.89	2.08
137=	Shachar Enteen		HUJI C	79	78	75	76	79	75	77	77	76	692	76.89	1.45
137=	Owen Goodacre		St Andrews B	81	76	78	78	73	77	74	78	77	692	76.89	2.23
137=	Igor Szar	ESL	KDUW HI	77	76	74	79	77	77	79	78	75	692	76.89	1.59
137=	Mark Heanue		TCD Phil LM	76	76	79	77	75	79	83	73	74	692	76.89	2.88
143=	Cal Birtley		Aberdeen BW	78	79	79	74	75	72	75	78	81	691	76.78	2.74
143=	Theo Innes		Cambridge C	76	78	77	77	76	80	79	72	76	691	76.78	2.15
143=	Maia Nowlan		TCD Hist D	76	75	78	77	75	80	78	73	79	691	76.78	2.10
143=	Esmé Thornhill-Davis		Edinburgh CT	79	75	76	74	78	75	77	81	76	691	76.78	2.10
143=	Zoya Shahid		TCD Phil AZ	76	72	77	77	77	76	80	77	79	691	76.78	2.10
143=	Zach Beardsmore		WDS A	76	77	75	76	76	79	79	79	74	691	76.78	1.75
143=	Nikhil Akappuram	ESL	Bristol A	75	80	76	79	73	76	78	75	79	691	76.78	2.20
150=	Natasha Cameron		GUU B	78	78	78	78	77	76	73	77	75	690	76.67	1.63
150=	Myra kong		St Andrews C	79	79	76	74	76	77	79	75	75	690	76.67	1.83
150=	Noraly Jonis	ESL	Trivium A	77	75	78	82	77	74	77	75	75	690	76.67	2.26
150=	Olivia Monahan		UCD L&amp;H C	76	79	76	76	74	79	78	76	76	690	76.67	1.56
154=	Mustafaa Khan		ICL B	79	74	76	80	80	75	73	76	76	689	76.56	2.41
154=	Teja Sapač	ESL	Ljubljana TM	77	77	78	78	77	76	74	75	77	689	76.56	1.26
154=	Susanna Wirthgen	ESL	Potsdam A	76	80	78	79	74	77	77	74	74	689	76.56	2.11
154=	Matěj Marek	ESL	Amsterdam L&amp;M	75	79	75	75	79	77	75	80	74	689	76.56	2.11
154=	Jake O&#x27;Loughlin		UCD L&amp;H E	79	75	80	73	75	74	76	80	77	689	76.56	2.45
159=	Isabella Priego Wessel	ESL	Berlin B	73	78	74	76	76	78	78	80	75	688	76.44	2.11
159=	Carol Chan	ESL	Edinburgh CT	78	75	76	75	77	74	77	79	77	688	76.44	1.50
159=	Ritwik Mittapalli		ICL B	80	74	76	79	79	75	73	77	75	688	76.44	2.31
159=	Gonçalo Teixeira	ESL	SdDUP A	77	79	76	77	75	75	77	79	73	688	76.44	1.83
159=	Harry Braid		GUU C	75	73	79	78	75	81	75	77	75	688	76.44	2.36
164	Filip Ubovic	ESL	Belgrade UM	74	76	78	77	77	74	77	78	76	687	76.33	1.41
165=	Marc Bélorgey	ESL	Berlin B	72	78	74	77	76	77	78	81	73	686	76.22	2.66
165=	Elena Rees		Cambridge C	74	78	78	75	75	82	78	72	74	686	76.22	2.86
165=	Ritvik Kumar		TCD Hist E	76	77	75	75	77	70	77	81	78	686	76.22	2.78
165=	Kathy Nankova	ESL	Sofia A	75	78	77	80	75	75	76	77	73	686	76.22	1.93
165=	Adi Stiassnie	ESL	TAU A	75	77	79	78	72	73	78	79	75	686	76.22	2.44
165=	Ramy Massalha	ESL	Haifa A	77	78	76	80	76	72	73	75	79	686	76.22	2.48
171=	Nicole Cheng	ESL	KCL C	76	73	75	77	75	76	80	79	74	685	76.11	2.13
171=	Lorcan O’Brien		TCD Phil LM	76	74	76	77	76	78	82	73	73	685	76.11	2.64
171=	Ignacy Krzewski	ESL	KDUW IG	76	76	74	80	70	73	77	77	82	685	76.11	3.38
171=	Juliette Scheuing	ESL	Potsdam A	76	77	78	76	74	76	78	75	75	685	76.11	1.29
171=	Mark McNally		UCD L&amp;H E	80	74	78	73	75	74	74	80	77	685	76.11	2.56
176=	Prachi Agrawal		TCD Hist E	76	76	75	74	77	70	79	80	77	684	76.00	2.75
176=	Felix Baldauf	ESL	Vienna D	74	77	73	73	75	80	75	82	75	684	76.00	2.94
176=	Jahanzaib Naveed		ADS A	78	78	75	74	72	76	78	79	74	684	76.00	2.26
176=	Yonatan Etzion-Rosenberg	ESL	RUNI B	75	77	72	78	77	77	72	75	81	684	76.00	2.71
180=	Yuval Lurie	ESL	BGU B	73	75	75	76	77	75	79	72	81	683	75.89	2.64
180=	Niall OMeara		TCD Hist C	79	77	79	76	74	76	76	74	72	683	75.89	2.18
180=	Niamh Bugler		TCD Hist C	78	77	79	77	73	76	76	76	71	683	75.89	2.33
180=	Samuel Summer	ESL	Vienna D	75	78	72	74	75	80	75	80	74	683	75.89	2.64
180=	Angeliki Ntalapera	ESL	NTUA A	79	72	75	76	73	76	79	76	77	683	75.89	2.23
180=	Aigerim Aibassova	ESL	NU S	75	77	76	77	74	76	76	77	75	683	75.89	0.99
180=	Brina Verdnik	ESL	Zagreb D	79	75	77	78	77	72	76	74	75	683	75.89	2.02
180=	Aimee Morris		Bristol A	76	80	75	80	73	77	78	75	69	683	75.89	3.28
180=	Brian Jones		Bristol B	78	76	76	80	77	77	79	72	68	683	75.89	3.51
189=	Itay Tal	ESL	TAU A	74	76	79	76	72	73	78	79	75	682	75.78	2.39
189=	Anaira Jalan		ICL A	75	74	77	78	78	77	76	73	74	682	75.78	1.75
189=	Jamie Ghosh		GUU C	75	71	78	77	75	81	75	75	75	682	75.78	2.57
189=	Yorgo Kyriakopoulos		Bristol B	79	75	76	79	77	78	78	72	68	682	75.78	3.46
193=	Altynay Zamanbekova	ESL	NU S	75	75	76	76	76	76	74	78	75	681	75.67	1.05
193=	Frederick S.		ICL A	76	74	76	76	77	78	77	73	74	681	75.67	1.56
195=	Stanley Wilcox		Aberdeen BW	78	77	77	73	75	72	73	77	78	680	75.56	2.22
195=	Joep van Heugten	ESL	Amsterdam EJ	80	72	75	78	79	75	74	75	72	680	75.56	2.71
195=	Diána Pásztor	ESL	Corvinus A	68	74	76	78	77	76	77	74	80	680	75.56	3.20
195=	Deo Rusev	ESL	Sofia A	74	77	77	79	74	76	77	76	70	680	75.56	2.45
195=	Martin Norčič	ESL	Ljubljana TM	74	77	77	78	75	75	73	75	76	680	75.56	1.50
200=	Jordan Preasel		Haifa C	79	75	78	75	76	71	74	74	77	679	75.44	2.27
200=	Sultan Satybaldy	ESL	NU MS	75	77	79	74	67	77	79	75	76	679	75.44	3.40
200=	Oren Shacham	ESL	TAU R&amp;O	76	81	76	78	75	78	74	71	70	679	75.44	3.27
200=	Reut Ginat	ESL	TAU R&amp;O	76	80	75	78	76	78	73	72	71	679	75.44	2.83
200=	Alexander Allée	ESL	WIS B	71	78	77	75	73	77	73	78	77	679	75.44	2.41
200=	Grzegorz Zińczuk	ESL	KDUW IG	75	76	74	79	69	73	77	74	82	679	75.44	3.50
200=	Matthew Reichmann	ESL	RUNI B	74	77	72	77	76	76	72	74	81	679	75.44	2.67
207=	Shiri Nitzan-Tzahor	ESL	BGU B	73	74	76	75	77	74	77	72	80	678	75.33	2.31
207=	Rachel Soon		KCL C	75	74	75	75	74	76	79	78	72	678	75.33	2.00
207=	Ibrahim Ejaz		Manchester A	76	69	74	75	79	76	79	72	78	678	75.33	3.13
207=	Marta Vukić	ESL	Zagreb D	78	74	75	78	77	71	76	75	74	678	75.33	2.11
207=	Peli Meir	ESL	Haifa A	76	75	74	79	75	72	73	76	78	678	75.33	2.11
212=	Meiirzhan Yerulan	ESL	NU MS	75	77	80	74	67	77	79	73	75	677	75.22	3.61
212=	Marília Montenegro	ESL	SdDUP A	76	78	75	76	75	72	75	77	73	677	75.22	1.75
212=	Mor Benedek	ESL	WIS C	77	73	74	76	78	72	73	77	77	677	75.22	2.10
212=	Yoad Oxman	ESL	WIS C	76	73	75	76	78	72	74	76	77	677	75.22	1.81
212=	Arp Harald Tamm	ESL	Tartu B	74	75	74	77	73	79	71	74	80	677	75.22	2.74
217=	Kiara Pinto		Manchester A	77	69	74	74	79	76	80	70	77	676	75.11	3.54
217=	Minnie Mansfield		UCD LawSoc C	74	77	74	79	75	74	74	74	75	676	75.11	1.66
219=	Tamir Roitman	ESL	Haifa C	79	74	76	74	75	71	74	75	77	675	75.00	2.11
219=	Elias Gerndt-Eisenhower		UDS B	74	76	75	74	74	80	70	74	78	675	75.00	2.67
219=	Itay Orgil	ESL	HUJI B	77	74	77	73	73	72	77	76	76	675	75.00	1.89
219=	Filip Vuksanović	ESL	Belgrade MV	77	75	76	76	75	75	75	75	71	675	75.00	1.56
219=	Luka Maksić	ESL	Belgrade MV	77	76	76	78	75	74	76	72	71	675	75.00	2.16
219=	Breca Borga	ESL	Tartu B	72	74	74	77	73	80	71	75	79	675	75.00	2.91
225	Kitty Beattie		TCD Phil JK	73	72	75	78	71	80	77	74	74	674	74.89	2.77
226=	Max Maes	ESL	UDS B	72	75	77	74	74	80	70	73	78	673	74.78	2.94
226=	Silvia Greco		WDS B	78	76	75	73	77	72	74	74	74	673	74.78	1.81
228=	Daan Zieren	ESL	Amsterdam BZ	74	72	74	75	77	79	72	77	72	672	74.67	2.40
228=	Yusuf Ali Barrie		EDS A	75	76	73	73	75	75	77	75	73	672	74.67	1.33
228=	Soumyajit Saha		NDU A	75	77	77	75	72	75	73	77	71	672	74.67	2.11
228=	Merey Balgabayeva	ESL	NU AB	77	76	77	78	73	73	68	74	76	672	74.67	2.91
228=	Cathal Shiel		UCD LawSoc C	75	75	72	79	76	75	71	75	74	672	74.67	2.16
228=	Ferdinand Ermel	ESL	Berlin D	77	75	73	79	78	71	74	75	70	672	74.67	2.87
234=	Roza Bracic	ESL	Amsterdam BZ	75	72	74	75	78	77	72	76	72	671	74.56	2.11
234=	Karlin Tabbara	ESL	Berlin C	77	74	74	77	75	72	75	73	74	671	74.56	1.57
234=	Manon Memmi		NDU A	73	78	77	75	73	73	73	78	71	671	74.56	2.41
234=	Harvey Callaghan		TCD Phil BH	76	75	75	74	72	77	73	76	73	671	74.56	1.57
234=	Valeriia Malashenko	ESL	Berlin D	78	75	73	78	79	71	74	74	69	671	74.56	3.17
239=	Noa Maimon	ESL	BGU D	73	77	76	75	73	69	74	76	77	670	74.44	2.41
239=	Takeshi Himeno	ESL	Berlin C	78	73	75	77	74	72	74	72	75	670	74.44	1.95
239=	Ofek Shapira	ESL	OpenU LO	75	74	74	76	71	74	75	75	76	670	74.44	1.42
239=	Daniel Gill	ESL	Haifa B	77	78	70	77	79	75	70	68	76	670	74.44	3.80
239=	Karin-Annika Luga	ESL	Tartu C	74	76	75	73	71	74	76	73	78	670	74.44	1.95
244=	Naama	ESL	BGU C	75	75	77	78	74	63	75	76	76	669	74.33	4.16
244=	Uri Argaman	ESL	HUJI B	75	74	77	71	73	71	77	76	75	669	74.33	2.16
244=	Franek Jewgraf	ESL	KDUW D	76	74	70	74	74	73	77	76	75	669	74.33	1.94
244=	Toby F		WDS B	76	76	75	72	79	71	72	74	74	669	74.33	2.36
244=	Ainagul Agibaykizi	ESL	NU AB	76	75	76	76	75	74	70	73	74	669	74.33	1.83
244=	Yuval Davidi	ESL	Haifa B	76	77	71	76	78	75	70	69	77	669	74.33	3.20
244=	Brendan Ryan		TCD Phil BH	74	76	76	73	74	76	71	77	72	669	74.33	1.94
251=	Mehmet Pamir Yayman	ESL	KU A	72	76	72	80	74	74	77	71	72	668	74.22	2.78
251=	Maro Samara	ESL	Athens A	75	75	74	75	76	75	70	74	74	668	74.22	1.62
251=	Yuval Natan	ESL	WIS B	72	76	75	73	74	73	71	77	77	668	74.22	2.04
254=	Lívia Horváth	ESL	Corvinus A	67	73	75	74	76	73	76	75	78	667	74.11	2.92
254=	Redacted	ESL	—	75	77	73	72	74	75	75	72	74	667	74.11	1.52
254=	Mya Madigan		UCD LawSoc B	77	73	73	77	70	74	75	76	72	667	74.11	2.23
254=	Dominik Tomasiuk	ESL	KDUW D	75	72	72	76	73	73	76	76	74	667	74.11	1.59
258=	Yiyang Qian	ESL	DCAC YJ	74	75	73	74	70	75	78	72	75	666	74.00	2.11
258=	Luka Mackic	ESL	Singidunum A	73	76	78	73	75	72	78	74	67	666	74.00	3.20
258=	Linoy Raz	ESL	OpenU LS	73	75	73	78	75	74	75	69	74	666	74.00	2.26
261=	Pavle Mackic	ESL	Singidunum A	73	75	78	71	74	73	77	77	67	665	73.89	3.25
261=	Georgiana Clare		UCD LawSoc B	74	73	74	78	70	74	74	76	72	665	73.89	2.13
261=	Magdalena Surma	ESL	KDUW A	76	77	75	75	75	74	70	70	73	665	73.89	2.33
261=	Arvid Baier	ESL	Rederei A	77	68	70	74	74	75	77	77	73	665	73.89	3.00
261=	Sofia Stroozer	ESL	OpenU LS	72	73	73	75	76	78	75	69	74	665	73.89	2.42
261=	Aleksandr Bruskin	ESL	Tartu C	73	75	74	72	71	74	75	74	77	665	73.89	1.66
267=	Louise Brown		Durham B	78	75	75	74	76	65	77	70	74	664	73.78	3.76
267=	Floris Westdorp	ESL	EDS T&amp;T	80	74	82	72	76	65	70	73	72	664	73.78	4.83
267=	Marta Ryżko	ESL	KDUW A	78	76	75	75	75	74	69	69	73	664	73.78	2.86
267=	Bjarne Roggenbuck	ESL	Rederei A	77	67	70	74	75	75	78	76	72	664	73.78	3.33
271=	Victor awerianow	ESL	BGU C	75	74	76	76	75	63	75	73	76	663	73.67	3.89
271=	Callum Smith		LDU B	75	75	72	79	74	63	78	71	76	663	73.67	4.47
271=	William Pearson		Southampton A	75	75	69	72	75	73	77	73	74	663	73.67	2.16
271=	Rennen Rabi	ESL	TAU SR	76	74	72	77	72	76	75	68	73	663	73.67	2.62
271=	Sela Hanany	ESL	TAU SR	77	74	71	76	72	76	75	69	73	663	73.67	2.49
276	James O’Dowd		TCD Phil JK	73	71	74	79	71	75	75	72	72	662	73.56	2.41
277=	Henry McCorry		Cardiff A	67	76	69	74	69	78	77	77	74	661	73.44	3.86
277=	Eleanor Murdoch		LDU B	74	74	73	77	73	63	78	73	76	661	73.44	4.09
277=	Katerina Armata	ESL	Athens A	74	75	73	73	75	75	70	72	74	661	73.44	1.57
277=	Phil Mayr	ESL	MaDU A	77	77	76	73	71	74	69	69	75	661	73.44	2.99
281=	Abigail Warren-Jones		Cardiff A	68	73	69	76	71	77	78	76	72	660	73.33	3.40
