Rk	name	category	team	R1	R2	R3	R4	R5	R6	R7	R8	R9	Total	Avg	Stdev
50=	Umar Buckus		UCL A	82	78	80	76	75	82	84	78	76	711	79.00	2.98
53=	Vladimira Šuflaj	ESL	Zagreb C	82	80	81	77	82	78	78	76	76	710	78.89	2.28
53=	Marina Kojić	ESL	DK Wien A	83	82	80	77	76	78	81	77	76	710	78.89	2.51
55=	Harvey Olden		GUU C	76	81	78	79	75	80	77	79	84	709	78.78	2.57
55=	Fiachra Nolan		UCD LawSoc A	78	80	77	78	78	78	82	80	78	709	78.78	1.47
57=	Djordje Mirkovic	ESL	Belgrade C	79	78	78	76	79	76	82	82	78	708	78.67	2.05
57=	Arjun Raman		KCL B	79	76	80	78	78	79	80	78	80	708	78.67	1.25
57=	Matija Pušnik	ESL	Ljubljana A	77	77	80	81	78	74	79	78	84	708	78.67	2.67
57=	Amitai Ben Porat	ESL	HUJI B	80	79	77	81	78	75	82	79	77	708	78.67	2.05
57=	Alicja Filbier	ESL	Warsaw C	80	78	79	81	80	77	77	81	75	708	78.67	1.94
62=	Stefan Milicescu	ESL	LSE C	75	81	80	78	76	78	80	81	78	707	78.56	2.01
62=	Stella Stenou	ESL	UCL A	79	78	80	76	75	81	85	77	76	707	78.56	2.95
64=	Tarun Ruschmeier	ESL	Sciences Po A	81	76	79	76	77	76	82	80	79	706	78.44	2.17
64=	Paula Breyer	ESL	DK Wien A	83	79	80	76	77	77	82	78	74	706	78.44	2.71
64=	Lucija Ivanuša	ESL	Ljubljana A	78	76	79	80	78	77	78	77	83	706	78.44	1.95
64=	Miloš Prokić	ESL	Belgrade C	78	78	77	76	79	77	82	81	78	706	78.44	1.83
64=	Kamila Kawczak		KCL B	79	76	79	79	77	79	78	78	81	706	78.44	1.34
69=	Sachin Tissera	ESL	LSE C	75	81	81	80	75	79	77	80	77	705	78.33	2.26
69=	Dror Brook	ESL	Weizmann A	79	77	78	77	79	79	80	79	77	705	78.33	1.05
69=	Ayman Memon		UCD L&amp;H B	77	76	81	80	81	78	76	79	77	705	78.33	1.89
72=	Felix Reischl	ESL	Berlin A	77	79	79	77	79	71	80	81	81	704	78.22	2.90
72=	Tania Acsinte	ESL	Sciences Po A	78	78	79	75	78	77	80	81	78	704	78.22	1.62
72=	Maya Hollander		Cambridge A	82	79	78	78	79	80	77	73	78	704	78.22	2.30
72=	Joseph Hutchison		GUU A	78	80	80	80	78	78	77	74	79	704	78.22	1.81
72=	Dominic Westwood		EUDU SW	81	77	75	80	78	75	80	77	81	704	78.22	2.25
77=	Matthew Hamer		Imperial A	79	79	78	78	78	75	79	80	77	703	78.11	1.37
77=	Shachar Gold	ESL	Weizmann C	78	78	80	82	79	80	73	78	75	703	78.11	2.56
77=	Dharani Shashidaran		Cambridge A	81	79	79	79	79	80	76	73	77	703	78.11	2.28
77=	Adam Mallis		EUDU DM	77	76	81	75	78	79	82	77	78	703	78.11	2.13
81=	Panagis Gouvelis	ESL	Athens A	79	78	77	78	80	74	77	84	75	702	78.00	2.75
81=	George Fragkiadakis	ESL	Athens A	79	79	78	78	78	74	78	84	74	702	78.00	2.79
81=	Rhea Abraham		GUU C	77	79	79	79	74	79	76	79	80	702	78.00	1.83
81=	Bev Armstrong		UCD LawSoc A	77	79	76	78	76	77	83	79	77	702	78.00	2.05
85=	Laura Hallmark		Imperial B	80	76	80	74	81	78	77	77	78	701	77.89	2.08
85=	David Logan		Oxford E	75	76	81	75	77	79	77	81	80	701	77.89	2.28
85=	Mira Eberdorfer	ESL	DK Wien B	77	80	81	78	76	79	78	81	71	701	77.89	2.92
88=	Irina Chicuș	ESL	ASDV Bonaparte A	81	77	75	82	76	75	77	78	79	700	77.78	2.35
88=	Dafna Haran	ESL	Weizmann C	76	79	79	81	79	77	74	79	76	700	77.78	2.04
88=	Heather Li		Oxford E	74	75	81	76	77	79	77	82	79	700	77.78	2.53
91=	Oana Nitu	ESL	ASDV Bonaparte A	81	76	72	84	76	76	76	79	79	699	77.67	3.30
91=	Emma Walker		GUU A	79	77	79	81	80	77	76	72	78	699	77.67	2.49
93=	Nav Mohanty		EUDU MS	80	77	74	77	79	75	78	80	78	698	77.56	1.95
93=	Agata Konopka	ESL	Berlin A	75	78	78	78	79	71	80	79	80	698	77.56	2.71
93=	Emmanuella Li		Imperial A	78	79	78	78	77	75	77	79	77	698	77.56	1.17
93=	Iddo Van Den Hout	ESL	TDV Cicero A	82	75	76	78	81	77	76	80	73	698	77.56	2.79
93=	Daanish Sonawala		Imperial B	80	76	78	75	80	78	75	78	78	698	77.56	1.77
93=	Kate Pearey		Bristol A	78	76	77	82	75	80	78	76	76	698	77.56	2.11
93=	Tanae Rao		Oxford G	79	78	79	78	79	79	81	77	68	698	77.56	3.53
100=	Amelia Simmons		Bristol A	77	76	77	80	76	80	78	77	76	697	77.44	1.50
100=	Stefan Josipović	ESL	Belgrade Arts A	78	77	77	81	79	76	78	74	77	697	77.44	1.83
100=	Amitai Wagner	ESL	Haifa A	80	74	78	81	76	76	78	80	74	697	77.44	2.45
100=	Callum Duffy		EUDU DM	76	76	81	77	78	78	79	75	77	697	77.44	1.71
104=	Aleksandra Durbazeva		DK Wien C	74	78	79	79	78	76	75	80	77	696	77.33	1.89
104=	Peli Meir	ESL	Haifa A	79	75	77	80	76	77	77	80	75	696	77.33	1.83
104=	Tom Francis		TCD Hist CF	78	76	78	76	77	78	78	77	78	696	77.33	0.82
104=	Ziyad Anwer		TCD Hist AH	75	75	81	80	80	73	78	79	75	696	77.33	2.71
104=	Dragos Sassu	ESL	Bucharest B	80	76	81	80	74	79	74	77	75	696	77.33	2.58
104=	Grzegorz Zińczuk	ESL	Warsaw C	79	76	78	80	79	76	75	79	74	696	77.33	2.00
110=	Karen Chen		Cambridge B	79	76	77	78	80	74	76	78	77	695	77.22	1.69
110=	Martijn Logtenberg	ESL	TDV Cicero A	81	75	78	77	80	76	76	79	73	695	77.22	2.39
110=	Maj Hrovatin	ESL	Ljubljana B	80	76	76	79	76	77	76	79	76	695	77.22	1.55
113=	Rehan Haneef		TCD Hist AH	74	76	80	80	81	73	77	78	75	694	77.11	2.69
113=	Patrick Mayhew		Oxford G	78	78	80	77	80	77	81	75	68	694	77.11	3.66
113=	Michal Rubin	ESL	HUJI B	78	78	76	79	77	74	80	77	75	694	77.11	1.79
113=	Alex Steinmetz	ESL	NSDV Trivium A	79	78	78	79	76	76	78	76	74	694	77.11	1.59
113=	Isabelle Healy		TCD Phil A	76	77	75	78	79	75	80	79	75	694	77.11	1.85
118=	Itay Tal	ESL	Technion D	76	79	76	80	72	76	77	81	76	693	77.00	2.54
118=	Zahari Nikolaev		Cambridge B	79	75	75	79	81	74	77	77	76	693	77.00	2.16
118=	Molly Thérèse Carroll		TCD Hist CF	77	75	77	76	76	78	77	77	80	693	77.00	1.33
121=	Emma Heijnen	ESL	LSE B	78	76	75	78	77	76	83	76	73	692	76.89	2.60
121=	Amy Cox		TCD Phil A	76	78	75	79	76	75	81	78	74	692	76.89	2.13
121=	Yarin Samuel	ESL	OpenU B	79	78	79	80	76	79	77	74	70	692	76.89	3.00
121=	Aigerim Aibassova	ESL	NU S	80	79	78	78	75	75	77	75	75	692	76.89	1.85
125=	Omer Hadari	ESL	OpenU B	79	77	80	81	75	78	78	73	70	691	76.78	3.33
125=	Adora Sabau	ESL	DK Wien B	76	80	81	76	75	77	78	79	69	691	76.78	3.33
125=	Teja Sapač	ESL	Ljubljana B	78	76	77	79	76	75	76	79	75	691	76.78	1.47
125=	Zainab Sardar		EUDU MS	78	75	74	76	80	74	78	79	77	691	76.78	2.04
125=	Cameron Docherty		Nottingham A	77	77	78	80	74	78	75	77	75	691	76.78	1.75
125=	Laura Pilmark	ESL	CBS A	79	78	75	78	78	75	78	77	73	691	76.78	1.87
131=	Konstantin Koki Popović	ESL	Belgrade Arts A	77	77	76	81	77	75	78	73	76	690	76.67	2.05
131=	Rina Neiman	ESL	BGU B	77	77	75	81	80	77	73	76	74	690	76.67	2.45
131=	Anton Gonta	ESL	DK Wien C	75	77	79	78	77	75	73	80	76	690	76.67	2.05
131=	Jack Jillings		St Andrews B	76	74	80	78	77	72	78	75	80	690	76.67	2.54
131=	Hans-Reiner Jauch		RRIS A	78	75	73	76	81	77	81	76	73	690	76.67	2.79
131=	Omer Bareket	ESL	Technion C	75	77	76	72	77	77	79	80	77	690	76.67	2.16
131=	Roald de Vries	ESL	UDS A	78	75	76	79	77	76	73	79	77	690	76.67	1.83
138	Martha Johanne Schou	ESL	CBS A	79	78	76	77	76	75	78	77	73	689	76.56	1.71
139=	Oisín Browne		TCD Phil B	78	76	76	80	74	79	75	78	72	688	76.44	2.41
139=	Maraia Chissa	ESL	LSE B	77	75	74	79	76	76	83	76	72	688	76.44	2.95
141=	Victor Tong		Sciences Po B	76	77	79	78	75	77	75	77	73	687	76.33	1.70
141=	Omer Abramovich	ESL	Tel Aviv B	79	78	77	78	75	73	75	80	72	687	76.33	2.58
141=	Raoul Meijer	ESL	UDS A	79	76	73	77	78	76	74	78	76	687	76.33	1.83
141=	Michal Hartstein	ESL	Weizmann B	76	80	77	76	77	76	75	75	75	687	76.33	1.49
141=	Theo Simion	ESL	Bucharest B	80	75	80	79	73	78	72	76	74	687	76.33	2.87
141=	Altynay Zamanbekova	ESL	NU S	79	79	77	78	74	75	75	74	76	687	76.33	1.89
141=	Maayan Amid	ESL	HUJI C	78	73	74	81	78	75	81	72	75	687	76.33	3.13
148=	David Kelly		TCD Phil C	73	74	78	80	72	78	79	79	73	686	76.22	2.97
148=	Roy Perri	ESL	BGU B	75	79	76	81	78	74	73	76	74	686	76.22	2.48
148=	Sky Ng	ESL	Nottingham A	75	77	78	79	76	77	73	76	75	686	76.22	1.69
148=	Mara Bulzan	ESL	Sciences Po B	77	77	77	77	76	77	76	77	72	686	76.22	1.55
148=	Filippos Koutsodimitropoulos	ESL	Athens B	75	78	78	77	76	76	77	69	80	686	76.22	2.90
148=	Karni Shifrin	ESL	Technion C	74	76	77	73	76	77	78	79	76	686	76.22	1.75
148=	Alfie Devine-Wright		TCD Phil B	78	78	75	80	76	77	73	77	72	686	76.22	2.39
148=	Patrik Branšajd	ESL	Zagreb D	83	73	76	76	75	73	77	76	77	686	76.22	2.78
156=	Omar Shalabby	ESL	Reichman A	76	78	75	76	77	78	79	71	75	685	76.11	2.23
156=	Roy Yaron	ESL	BGU A	73	77	75	81	78	74	79	75	73	685	76.11	2.64
156=	Maya Tamir	ESL	Reichman A	76	78	74	77	77	77	80	73	73	685	76.11	2.23
156=	Mateusz Kosson	ESL	UCL B	82	78	76	76	74	73	75	74	77	685	76.11	2.56
156=	Owen Goodacre		St Andrews B	76	73	80	77	77	71	77	75	79	685	76.11	2.64
156=	Nadav Keren	ESL	Technion D	75	76	76	78	72	77	76	80	75	685	76.11	2.08
156=	Liv Misztowt		Cardiff A	74	76	76	76	75	76	75	80	77	685	76.11	1.59
163=	Tommy Koh		TCD Phil C	74	75	76	79	70	79	79	79	73	684	76.00	3.09
163=	Tomer Moz	ESL	HUJI D	78	76	77	76	75	73	77	77	75	684	76.00	1.41
163=	Jacob laznik		RRIS A	78	75	74	77	75	76	79	77	73	684	76.00	1.83
163=	Ignacy Krzewski	ESL	Warsaw D	73	79	78	78	74	76	75	74	77	684	76.00	2.00
167	Noraly Jonis	ESL	NSDV Trivium A	78	77	76	77	74	75	79	74	73	683	75.89	1.91
168=	Alyssa Mills		GUU B	79	75	77	76	73	75	77	75	75	682	75.78	1.62
168=	Reut Ginat	ESL	Tel Aviv E&amp;R	77	76	74	78	76	75	76	74	76	682	75.78	1.23
168=	Aleksandra Dagil	ESL	UCL B	81	76	75	77	74	72	76	75	76	682	75.78	2.30
168=	Ilija Dragic	ESL	PEP A	81	76	74	76	75	71	79	77	73	682	75.78	2.86
168=	Or Toledano	ESL	Tel Aviv B	78	77	76	77	74	74	77	79	70	682	75.78	2.57
168=	Jessica Gurevich	ESL	BGU A	75	77	75	81	76	73	79	74	72	682	75.78	2.70
168=	Noam Ottolenghi	ESL	Weizmann D	76	79	72	81	75	73	74	73	79	682	75.78	3.01
175=	Emanuel Sygal	ESL	Tel Aviv E&amp;R	78	77	74	75	75	76	76	75	75	681	75.67	1.15
175=	Uri Argaman	ESL	HUJI D	77	75	78	75	76	73	76	76	75	681	75.67	1.33
175=	Ibrahim Ejaz		Manchester A	74	77	75	75	75	76	79	72	78	681	75.67	2.00
178=	Dominik Gračner	ESL	Zagreb D	81	72	76	74	76	74	74	77	76	680	75.56	2.41
178=	Navve Wasserman	ESL	Weizmann B	76	79	77	75	76	75	75	74	73	680	75.56	1.64
178=	Frances Douglas Thomson		EUDU MD	73	75	76	79	77	76	78	75	71	680	75.56	2.31
178=	Maro Samara	ESL	Athens B	73	78	76	76	76	77	76	69	79	680	75.56	2.79
178=	Tom Milling		EUDU MD	73	77	75	81	76	76	77	74	71	680	75.56	2.67
178=	Karin Matkovski	ESL	Weizmann D	75	79	73	80	76	73	73	72	79	680	75.56	2.91
184=	Meagan Tserkezis (Ineligible)		Swing Trivium	77	74	78	77	72	77	77	75	72	679	75.44	2.17
184=	Pavle Mackic	ESL	PEP A	81	75	74	76	74	73	77	77	72	679	75.44	2.54
186=	Benedikt Rennekamp	ESL	Heidelberg A	77	74	73	77	74	75	76	76	76	678	75.33	1.33
186=	Yuval Shapira	ESL	Tel Aviv O&amp;Y	76	74	75	76	74	78	76	76	73	678	75.33	1.41
186=	Or Katz	ESL	Tel Aviv O&amp;Y	75	74	75	76	74	77	78	76	73	678	75.33	1.49
186=	Petra Stanojević	ESL	Singidunum A	78	74	72	77	77	75	76	76	73	678	75.33	1.89
190=	Itamar Zangvil	ESL	HUJI C	78	71	74	81	77	74	78	71	73	677	75.22	3.26
190=	Helen Whalley		Aberdeen A	75	76	75	74	75	76	76	77	73	677	75.22	1.13
190=	Tamim Farhan		EDS A	78	77	76	74	68	77	72	78	77	677	75.22	3.15
193=	Mariia Prylypko	ESL	KNU Ukraine B	78	75	76	70	77	77	74	77	72	676	75.11	2.51
193=	Katy Harrington		TCD Hist HW	76	77	74	72	77	79	79	71	71	676	75.11	3.03
193=	Andrijana Stojkovic	ESL	Singidunum A	78	75	73	76	76	75	75	75	73	676	75.11	1.45
193=	Shannah Saul		RRIS B	74	74	75	77	80	73	71	77	75	676	75.11	2.47
193=	Isaac Gilbert		GUU B	78	74	76	76	74	73	77	74	74	676	75.11	1.59
193=	Mikołaj Jabłoński	ESL	Cardiff A	71	75	75	75	74	75	76	79	76	676	75.11	1.97
193=	Anya Wilson		TCD Hist HW	77	75	75	72	77	78	80	72	70	676	75.11	3.07
200=	Cal Birtley		Aberdeen A	75	77	74	70	76	78	75	78	71	674	74.89	2.69
200=	Max Dunbar		RRIS B	74	74	74	77	79	73	71	77	75	674	74.89	2.28
200=	Ignas Sarva	ESL	Manchester A	74	77	76	73	75	75	78	70	76	674	74.89	2.23
200=	Kostadin Belchev (Ineligible)		Swing Trivium	75	73	76	76	73	76	78	75	72	674	74.89	1.79
204=	Emma Hansen	ESL	Berlin B	78	77	72	76	75	76	73	72	74	673	74.78	2.04
204=	Ella Clayton		GUU D	77	73	77	76	76	73	72	77	72	673	74.78	2.10
204=	Yorgo Kyriakopoulos	ESL	Bristol B	76	75	74	75	73	76	71	75	78	673	74.78	1.87
204=	Strahinja Batanjski	ESL	Belgrade E	78	75	66	78	75	81	73	76	71	673	74.78	4.16
208=	Cherry Yu		LSE D	73	77	79	79	72	74	78	77	63	672	74.67	4.78
208=	Katrina Simanovska	ESL	Sciences Po D	76	75	77	78	73	74	75	72	72	672	74.67	2.00
208=	Filip Vrťo	ESL	CHU A	78	78	77	75	73	71	70	77	73	672	74.67	2.87
208=	Paweł Miłkowski	ESL	Warsaw D	72	77	77	76	73	74	74	73	76	672	74.67	1.76
208=	Obrad Kostic	ESL	Belgrade E	78	75	65	79	76	80	73	76	70	672	74.67	4.47
208=	Manuel Englert	ESL	Berlin B	78	76	73	76	75	75	72	73	74	672	74.67	1.76
214=	Yoni Ramot	ESL	OpenU D	71	74	77	75	72	75	76	75	76	671	74.56	1.83
214=	Hanna Pabiś	ESL	Warsaw A	73	76	72	76	81	72	73	75	73	671	74.56	2.71
214=	Diána Pásztor	ESL	BCE A	75	76	70	76	70	78	77	73	76	671	74.56	2.75
214=	Arthur Chan		LSE D	72	78	78	78	71	75	77	79	63	671	74.56	4.88
218=	Adi Stiassnie	ESL	OpenU C	76	65	73	78	77	77	80	74	70	670	74.44	4.35
218=	Josh Oxley		Durham A	75	72	75	77	74	76	68	81	72	670	74.44	3.44
218=	Tory Nguyen	ESL	EDS A	78	78	76	74	67	76	69	76	76	670	74.44	3.65
218=	Aarit Bhattacharya		Imperial C	77	73	74	77	74	76	74	76	69	670	74.44	2.36
218=	Jonas Reichert	ESL	Heidelberg A	76	74	73	76	73	74	75	75	74	670	74.44	1.07
223=	Yelyzaveta Shevchenko	ESL	KNU Ukraine B	76	74	76	70	76	75	73	76	73	669	74.33	1.94
223=	Severino Bonvini		Durham A	75	72	76	76	75	75	68	81	71	669	74.33	3.46
223=	Žygimantas Lukša	ESL	Sciences Po D	75	75	77	76	73	74	76	71	72	669	74.33	1.89
223=	Igor Szar	ESL	Warsaw A	73	75	72	75	81	73	71	76	73	669	74.33	2.79
223=	András Meleg	ESL	BCE A	77	76	70	76	71	76	77	72	74	669	74.33	2.54
223=	Abigail Kane	ESL	RRIS C	78	75	76	78	73	73	73	67	76	669	74.33	3.20
223=	Jonathan Seidel		RRIS C	79	76	76	78	72	72	73	68	75	669	74.33	3.23
230=	Gal Friedman	ESL	OpenU D	71	74	76	74	71	74	78	74	76	668	74.22	2.15
230=	Redacted	ESL	—	77	77	75	74	69	75	75	74	72	668	74.22	2.35
232=	Arabella Hurrell		Imperial C	77	73	74	76	74	76	74	75	68	667	74.11	2.47
232=	David Niculae	ESL	Sciences Po C	77	76	74	75	73	76	71	68	77	667	74.11	2.85
232=	Tomáš Galnor	ESL	CHU A	78	78	75	75	71	70	70	76	74	667	74.11	2.96
232=	Nauryzbay	ESL	NU A	77	77	74	74	70	74	74	74	73	667	74.11	1.97
232=	Alex Marchan	ESL	KBS Ukraine A	77	61	77	73	74	76	74	79	76	667	74.11	4.95
237=	Danylo Ralko	ESL	KBS Ukraine A	76	60	78	74	74	73	75	79	77	666	74.00	5.29
237=	Sara Burazer-Turko	ESL	Split A	76	76	73	75	76	72	75	69	74	666	74.00	2.21
237=	Maya Segal	ESL	Weizmann E	75	71	73	79	73	75	76	78	66	666	74.00	3.68
240=	Rotem Almog	ESL	Reichman B	77	77	70	75	71	74	73	74	74	665	73.89	2.23
240=	Victor Awerianow	ESL	BGU C	75	74	73	75	72	72	74	74	76	665	73.89	1.29
242=	Ariel Meir	ESL	Reichman B	77	77	69	76	74	72	72	73	74	664	73.78	2.48
242=	Lydia Mason		Bristol B	75	74	72	74	72	77	71	73	76	664	73.78	1.87
242=	Patrick Stewart		GUU D	75	72	75	75	75	73	72	76	71	664	73.78	1.69
242=	Tamar Galer	ESL	OpenU C	76	63	74	77	76	75	79	74	70	664	73.78	4.47
246	Raluca Bleier	ESL	Sciences Po C	77	76	73	75	73	74	70	68	77	663	73.67	2.91
247=	Matylda Jellonnek	ESL	UDS B	74	78	73	67	76	74	72	75	72	661	73.44	2.91
247=	Gil Amoyal	ESL	Weizmann E	74	72	72	80	72	74	75	76	66	661	73.44	3.56
249=	Chris Lai		Bristol C	76	74	73	72	74	74	75	72	70	660	73.33	1.70
249=	Natalia Beboshvili	ESL	TDV Cicero B	78	77	73	71	74	67	76	74	70	660	73.33	3.33
251=	Elia Leitner	ESL	Reichman C	72	71	76	73	70	72	75	75	75	659	73.22	1.99
251=	Stelios Anastasopoulos	ESL	AUEB A	73	73	72	77	74	72	75	78	65	659	73.22	3.52
251=	Ilja Freiberg	ESL	TUT A	75	75	74	73	73	69	77	70	73	659	73.22	2.35
254=	Mykhailo Datsenko	ESL	TUT A	76	73	73	74	73	68	77	70	74	658	73.11	2.60
254=	Alexia Skourtsi	ESL	ACG A	75	78	72	73	69	77	69	71	74	658	73.11	3.03
256=	Yuval Homsky	ESL	Haifa C	76	73	75	78	71	64	75	71	74	657	73.00	3.83
256=	Patrick Schmiermann	ESL	UDS B	77	74	73	67	76	73	72	74	71	657	73.00	2.75
256=	Shelly Weinblatt	ESL	Haifa C	76	73	73	79	71	64	75	71	75	657	73.00	3.97
256=	Noa Maimon	ESL	BGU C	74	73	72	75	71	70	73	73	76	657	73.00	1.76
256=	Shelly Soltanov	ESL	Colman A&amp;S	73	74	72	74	72	74	74	70	74	657	73.00	1.33
261=	El Mehdi Idrissi Guenouni	ESL	IHU A	77	76	79	72	69	72	75	63	73	656	72.89	4.51
261=	Peter Hale	ESL	Leiden A	73	71	72	73	77	69	76	73	72	656	72.89	2.28
261=	Mateo Pažin	ESL	Split A	75	75	72	74	74	69	76	68	73	656	72.89	2.60
264	Poly Damigou	ESL	ACG A	75	75	72	75	69	75	69	71	74	655	72.78	2.44
265=	Lola Wylie		Bristol C	76	75	72	70	73	75	75	69	69	654	72.67	2.62
265=	Jenny Sidikov	ESL	Reichman D	73	73	72	73	70	78	73	68	74	654	72.67	2.58
265=	Heba Enajah		IHU A	75	75	76	74	74	71	74	63	72	654	72.67	3.71
265=	Diana Jiang		TDV Cicero B	77	76	73	70	73	67	75	73	70	654	72.67	3.02
265=	Hanne	ESL	Leiden A	72	72	71	73	76	70	75	73	72	654	72.67	1.76
270=	Liberman Avshalom	ESL	OpenU E	73	73	74	76	69	76	74	67	71	653	72.56	2.87
270=	Sebastian Thaller	ESL	DK Wien D	68	73	76	72	71	76	71	75	71	653	72.56	2.54
270=	Gonçalo Teixeira	ESL	Porto B	72	72	67	72	72	74	75	74	75	653	72.56	2.31
270=	Mia Marques	ESL	Porto B	73	72	67	71	71	75	75	74	75	653	72.56	2.50
274	Josh Kemp (Ineligible)		Swing KCL (2)	82	80	84	82	86	83	—	78	77	652	81.50	2.83
275	Agata Bidas	ESL	DK Wien D	69	75	75	71	71	75	71	74	70	651	72.33	2.26
276=	Adir Aharoni	ESL	Colman A&amp;S	74	75	73	74	68	72	73	69	72	650	72.22	2.20
276=	Idan Zamir	ESL	Reichman C	70	70	77	73	70	70	74	73	73	650	72.22	2.30
278=	Evyatar Fluhr	ESL	Reichman D	71	75	72	73	70	76	72	67	73	649	72.11	2.51
278=	Marios Psychogios	ESL	AUEB A	73	72	70	75	73	73	73	77	63	649	72.11	3.70
280	Jai Goldberg		RRIS D	72	77	69	72	73	74	74	65	72	648	72.00	3.20
